blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
12550401,1622574504,0x17829a5b8ab9c4a25124d5ca6f7727f938100532e496f7ec592fdc86f8b02a95,71,0xa7dfbf94b8f1c97e1a0a0c5a7784670969fb4f05dc4539ac6161dff77c6cd50d,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x596541d31cc2590a8bec29871ee78c198a0589f4,6484531370,Tether USD,USDT,6,203,288722,43000000000,272515,8938614,deprecated,37932
12550405,1622574580,0x782bf6b9b4525b372c6d1eab2c5289ee4974e926991da751d498a8224216ac60,342,0x2c9948d861b91986ddd467881325ba3757e143c8a3280306023e44046da7ae81,0x6c7c59e2f211b6d8948da9af6883f708fda27222,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,31502853583320290000,Decentraland,MANA,18,127,153885,36000000000,95121,12589701,deprecated,37928
12550405,1622574580,0x33a37b964b29a4c6fe357765b86ed9936a2a8380fb7d7d6f39d5c0737bcf47eb,3,0x2c9948d861b91986ddd467881325ba3757e143c8a3280306023e44046da7ae81,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x12583e8abac987e8f942c8a773672db321eb4b87,68458050,Tether USD,USDT,6,135,289744,36000000000,273537,13271754,deprecated,37928
12550406,1622574582,0x1cf4f0e0a16d4bb102035de78d0ccb210f24907f20e3b9ab0bc422bd949fedf9,405,0xb3948d580bb6ae40e7625711402394e6f98bd0aba333d015219c0598b254e4f5,0xbf71952c5e6f2c312d1b26c1952e39c7691d9701,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,30000000000,USD Coin,USDC,6,50,114675,40000000000,107206,4128809,deprecated,37927
12550406,1622574582,0xf2a7be509b3469ef0fc661fd7f1bd3eff440a2fa551cb635360becaab78a94c9,37,0xb3948d580bb6ae40e7625711402394e6f98bd0aba333d015219c0598b254e4f5,0x8ee08f12fd04264996b4d0194a61d9a16bc57ee8,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,19708306674685979447,Aave Token,AAVE,18,116,251915,34100000000,229446,10722557,deprecated,37927
12550407,1622574587,0xfb9448aed07c5bf54b09c343c24cc8d56bef4f55eb3a18d70afe964a3bfef4ca,807,0x98f1f4cad2b625b371e9a2b291cad9b8c0feb18177755e78dbe8965381bba804,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x29022acb1c0e306b7a18fc3572b40244671ed9a6,1009042811,Tether USD,USDT,6,124,329502,30000000000,313295,12869136,deprecated,37926
12550407,1622574587,0xc6095b3a0d1176d28b42b39863392e3c131a18bf5140b5bacad05e75a3180515,2,0x98f1f4cad2b625b371e9a2b291cad9b8c0feb18177755e78dbe8965381bba804,0x45e7bbf15a7b73b9882c1fc18d7955d387781804,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,6914835678,Tether USD,USDT,6,133,108193,30000000000,85724,13653539,deprecated,37926
12550408,1622574590,0x5fbe88c80810a3aa52b297d596408dd7672f19696c226d73c186360eeaa584d9,20,0x30789ec8131e074287b8550a6999aa89ace0d1e6f56891821ff6bd4835a49afb,0x56a925fc55c4f6587124202817e6a5d77e1e4e7b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,205829357,USD Coin,USDC,6,91,114675,36000000000,92206,8165761,deprecated,37925
12550408,1622574590,0x81b05984828a021aa3c664e198243f2279dac2925ebc5dafc6653c588083e44c,40,0x30789ec8131e074287b8550a6999aa89ace0d1e6f56891821ff6bd4835a49afb,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3f2e59524613583c0e1a7ddff1fd4d5b33bc380b,12400000000,USD Coin,USDC,6,145,293696,30000000000,276989,14136002,deprecated,37925
12550409,1622574595,0x526afe156fd2a6f612b839bb78c8bb46a507884c1ebcd68c276f9fe52731a468,4,0x23fd94c462d01b40c1895cc4214bc17084768d87e5a66b0c140cd129f5dde8a2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x514910771af9ca656af840dff83e8264ecf986ca,0x0eaa21d9b8763ffeec8c8fb5e5a85ef1f79b0be7,58992192000000000000,ChainLink Token,LINK,18,128,278303,36000000000,262585,10427146,deprecated,37924
12550410,1622574608,0x6248ab874fdf16418200a2328838874d60943e3603dbc8dac2ca70d2d4c666f2,125,0xcd27c5cba91352317f63d2f3e982e87dbe3b4c8b3154507ada42d90cf070e358,0xb9301e72e69c4fb80cb4d988a52b9159b325e53d,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,8829851,Wrapped BTC,WBTC,8,131,103141,30000000000,80672,11179412,deprecated,37923
12550418,1622574761,0xdc87e9db3062518f7e9bdedff46e2e6c3fecc7ef2448ce220bcde242322d8d86,2523,0x55397189c883e73ab8c404b933ffd3e4964a1bfccc52d65547204e52c2c7aa2f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x30ed5773e9c1023a266483d7860a2b19fa4c736c,145323051768,Tether USD,USDT,6,138,288900,35000000000,272693,11691864,deprecated,37915
12550420,1622574781,0x6f92acb3b935cfae003343a78dfd59e461ebc58e7e348467896cd48ee06e83f9,3,0x41c2a897ddcd657cbb823ad8c27649a1a8faeb63b721e81775a545247c6c2c13,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5413ca326685322a5155143bd0a3dad1c97dcc5a,1256755628,Tether USD,USDT,6,75,325311,35000000000,309104,7215331,deprecated,37913
12550426,1622574822,0x1be74e9db9c4522fef1fbe94542142bae2e41b2743e83a21ec14575d49b655c1,3,0x1285477566aef309ad2c1b925622c12bd56de6ee8a99187191d16b2936c06f0e,0x7b073eacc116c713782f3004eb839525318a294a,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,204155434267486922595,Decentraland,MANA,18,76,102590,30000000000,80121,6320193,deprecated,37907
12550427,1622574824,0x2f111932742e1b4ff95e4403e45f5b90a52cb161d900880656c562411a9d8d90,5,0x9650861b775f7d1a525bdcc8e029cab5222167f3577b6a1127eecaba9e0e115e,0xa802ea77cecdaf686c1e4be03ace8d477c7feb89,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1000000000,USD Coin,USDC,6,72,114663,30000000000,92194,7801737,deprecated,37906
12550427,1622574824,0x0316a4264bdb7860511405c9ce32850b61a9b0118390fdb3924b049ca5e9e117,169,0x9650861b775f7d1a525bdcc8e029cab5222167f3577b6a1127eecaba9e0e115e,0xfdfec1cbc5a10fc8f69c08af8d91ea3b5190b5e6,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,99702098,Wrapped BTC,WBTC,8,83,103153,30000000000,80684,9782334,deprecated,37906
12550427,1622574824,0xab842ec256dad8dec60f7e16244614d6b05444e9cb9464545a98b87be8b739e2,20,0x9650861b775f7d1a525bdcc8e029cab5222167f3577b6a1127eecaba9e0e115e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8e17b2574da6bd230f197348c7b9059d323e97d5,487686243,USD Coin,USDC,6,88,274805,30000000000,258925,10422976,deprecated,37906
12550427,1622574824,0x757343a623adf35271137030d882e34ae9ea3c457a9746bf6eda15784599f514,2524,0x9650861b775f7d1a525bdcc8e029cab5222167f3577b6a1127eecaba9e0e115e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x30ed5773e9c1023a266483d7860a2b19fa4c736c,144279530401,USD Coin,USDC,6,89,273997,30000000000,258117,10681093,deprecated,37906
12550427,1622574824,0x511ff6434350406dfc12c770f9186b6ddb39cf0de7273d26fa117c5667b3c414,19,0x9650861b775f7d1a525bdcc8e029cab5222167f3577b6a1127eecaba9e0e115e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x00f35951b479c8ecc4e549fcb19b46b2e773cbef,798412000000000000000,DFYN Token,DFYN,18,102,317830,30000000000,302128,12300961,deprecated,37906
12550427,1622574824,0xd752d3f1b62f5e07aa2483a49670b324c90ca93abaad7ab6cf45760c59e44ac8,1,0x9650861b775f7d1a525bdcc8e029cab5222167f3577b6a1127eecaba9e0e115e,0x1a8a042c803cf56dde3c6440d7b9a165e7a78104,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,96808270,USD Coin,USDC,6,126,114675,30000000000,92206,14944877,deprecated,37906
12550428,1622574827,0xc5baac0ac8b4db0ccd7e3ae11615cd338302212058a1e30ffa7a76c887e92252,3,0xea646875f90df41b4bd37459a281243bf636c50137d4f98a6c0285656de1e1f6,0x81db2dfd33b24419f0f715e331f678411eb1ec30,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,4455324751,Tether USD,USDT,6,51,108193,30000000000,85724,5646696,deprecated,37905
12550428,1622574827,0x4774289315c765ede094b3b929eea436022ed76fbd231aeb31bc4fbb48bada1d,40,0xea646875f90df41b4bd37459a281243bf636c50137d4f98a6c0285656de1e1f6,0x32abe9dfad728594d5dddc720b811bdb7419f00d,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,15000000,Tether USD,USDT,6,90,108169,30000000000,100700,10098331,deprecated,37905
12550429,1622574831,0x6774c3634e76657a253b77b22b6966726a10792bd8df471b7a2e7043a658fdd2,4,0x6825ab555abbc8642104b616868f10ecb7b9f58012a28076628d090fab5d7884,0x32ba67d7e5ce5d5def40d4f99a4738f4cba49aaa,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1373147274,Tether USD,USDT,6,19,122513,29000000000,88906,3479247,deprecated,37904
12550429,1622574831,0xf97ce063f8523a91e5a5ab6ba3fde07afe7a7a183892399575d8f79bb98ec819,99,0x6825ab555abbc8642104b616868f10ecb7b9f58012a28076628d090fab5d7884,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0xf3910ff2b7f20581ddc437046fb8c2276e2d581d,6277592024162517960,Aave Token,AAVE,18,33,473434,28000000000,450163,6992008,deprecated,37904
12550429,1622574831,0x7b9e28ba0f9098227382a5c1333441f1dfc4ade336f7b1103fc69c86bfe085bc,12,0x6825ab555abbc8642104b616868f10ecb7b9f58012a28076628d090fab5d7884,0xb6364f3b7ff0d096e1847fa6add469b5112de2fa,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,970580000000000003789,Dai Stablecoin,DAI,18,87,111120,28000000000,78549,11072858,deprecated,37904
12550430,1622574834,0xf1520a035090487f32f1242a86e9f5edbe0ad555970c0d46bfe866f845b273d6,21,0xc4cc323ffc2cef6e9f87cffbdfff0c4be452bc70607a394cb391aca9ab75713c,0xcfea8e38ad74ab181c20988166b8d74f8da22ef9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3000000000,USD Coin,USDC,6,168,114663,33000000000,92194,13122079,deprecated,37903
12550431,1622574843,0x39a3919c210b73c851613f2eaf331c306483a2d4f1060b8c59d3e9b596b5df2f,23,0xa73ed652e20c3666ed17d4eb4be41d9e80b245b7cb217e67e12fa0d59fa84f8f,0x5e08ff793beeb061765ba5431ea9284bb81298fd,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1477196560840000000000,Dai Stablecoin,DAI,18,203,97249,37000000000,89780,14383250,deprecated,37902
12550432,1622574868,0xb8a46a865b0f48e4a9b48067f152842f6a69eea5e4b17facef3ea14059f3e9c7,135,0xbde66c210ab79e0bcc8100b9ba9a43336badee6b0751ac1e56c177b916ee8d4d,0xf22df3cea9b2752c4d90f6e037d310375c6c8fb3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1000000000,USD Coin,USDC,6,82,114663,33000000000,107194,9206385,deprecated,37901
12550432,1622574868,0x21a3190b4b4c4353d79d7595acd13b21e6d73038c6887b6920050aff143eb020,208,0xbde66c210ab79e0bcc8100b9ba9a43336badee6b0751ac1e56c177b916ee8d4d,0x3cce2c07fb0b3b71a9591122355637e7077805e6,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,150000000000000000000,DFYN Token,DFYN,18,85,102123,33000000000,94654,9363981,deprecated,37901
12550432,1622574868,0xb687f8223f59c27f6952b6ab573e26d89791ebdf09cb93732e8085a3eeac925e,147,0xbde66c210ab79e0bcc8100b9ba9a43336badee6b0751ac1e56c177b916ee8d4d,0x98ec69217cdf93ae683ea2b69b9abc3eef25df21,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,999840457,Tether USD,USDT,6,93,108181,33000000000,85712,10602303,deprecated,37901
12550433,1622574870,0x2cbb849d0c39f0d1ab74ed37e6279f08a59f461bc57b2a5345d869c68b5c0c06,5,0x768cd6de9d9405f58ef4ba55e52e4b7707fb5ed82b50bba860ffc495fc5eca38,0x68c983b944f890bc31cf1e67eb1b7ee3e580b8f7,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,728428705028571658555,DFYN Token,DFYN,18,107,102147,33000000000,79678,9369290,deprecated,37900
12550438,1622575031,0xe146503ae0b099102d938480626b49f60fb52977933defcf5c932427edd01fe0,3111,0x78906051565082f90d0b6bd2d24be138f75b4b6ab5b0154a49e89754aa2ccbe2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xad6ef986917e1ecc461623e22f5b628d546d1ddd,3000000000,USD Coin,USDC,6,120,282448,44000000000,256568,10314204,deprecated,37895
12550446,1622575139,0x9e5ac3544bac636836aee22aedd16cad9ce6395b8048ca391a33a1669ab0ea78,297,0x31af8b5772baac75d2af060fbac88d65122aa3781ad11308ee6ec2d2dc74b7b2,0x86526f570ca6c2c9ffb4a535ffe50fa56fd9dd87,0x6c28aef8977c9b773996d0e8376d2ee379446f2f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1962281765478577107,Quickswap,QUICK,18,57,98605,36000000000,76136,5326748,deprecated,37887
12550446,1622575139,0x8a7b152f9f835a082c7027240fe7c23db52e6335a1fae6bc9761a7d376935fd4,5,0x31af8b5772baac75d2af060fbac88d65122aa3781ad11308ee6ec2d2dc74b7b2,0xc842ce7214a14fa98186a010bcb43c7e99e4caf3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,22600000000,USD Coin,USDC,6,64,114675,36000000000,92206,5957742,deprecated,37887
12550446,1622575139,0xb71f6f2b25b87e1f5ca2c73a2b26da349633c32bbc7fae94a837537a88e392f0,17,0x31af8b5772baac75d2af060fbac88d65122aa3781ad11308ee6ec2d2dc74b7b2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x68c70695dfbe5e5038de2c3cef20fb207924c2b1,10102544594,USD Coin,USDC,6,158,293756,34000000000,277049,13598994,deprecated,37887
12550448,1622575170,0x6c460f4aa572f02c64fba21dbd063b3fdbdb7ff4133d09a412a602b05aae8e73,258,0x0a9df02834c52859a4c2beac3c20913902392d418d56da4368a939dc00adc012,0xe5380c9aa70153c83ced9b118c61a8848c545f3c,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,13447400512542265420000,Dai Stablecoin,DAI,18,98,111133,33000000000,78561,6524291,deprecated,37885
12550448,1622575170,0x2f4a53ab7e97a00bff90e77c3ea6d33a64e170d7f035aefd28c9f654041774d1,411,0x0a9df02834c52859a4c2beac3c20913902392d418d56da4368a939dc00adc012,0x6359189752317f8e8d87f4907d729d170dfbee16,0x111111111117dc0aa78b770fa6a738034120c302,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1985000000000000000000,1INCH Token,1INCH,18,166,102123,33000000000,79654,13410128,deprecated,37885
12550453,1622575223,0x05338fa799437ee38799514bb4931b6bb96ee598f2c38a86b8e41913d2faddc2,1077,0x7691973587d8f013020592d8022a7c9bff387526d0ab8f6fbac20cb8ac64a59d,0xd5abc28887ed3059606056ca1856fbddb80f35a7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3282437505,USD Coin,USDC,6,143,114675,39000000000,92206,11010386,deprecated,37880
12550456,1622575285,0x9af351dc50780fa4732731200932bacb4b703fd1d7227c3e4e4c900880857005,113,0x2ed52677af315488075795604a635495759877b1b1f2c4cc869354b228bd5648,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x2ecc48ba346a73d7d55aa5a46b5e314d9daa6161,0x6dc4fa91b53c6c0632ba01ee80867606d7c00be5,13000000000000000000000,SafeSwap,SSGT,18,138,282464,36000000000,266589,12367095,deprecated,37877
12550458,1622575318,0xb99086ef07e825aa8cacf745380b0e154efbcc03a3d5621415d94fb7cbafa35e,1,0x845484d850d5561707e0ac15b690d820cffbe858e5182e03346b648d06b147c8,0xc921da4c2a75065cae023fad5b2288ad1056b2d0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,298217452,USD Coin,USDC,6,65,114675,35000000000,92206,6271083,deprecated,37875
12550461,1622575361,0xbfd722f101a76987c7ab0d1494cbd0bffa62740a66f1f8218c399f74967bab50,14,0xd95620db99ae716152bc661deed859d159b453e3bc09f46b02891df4e29ff45f,0xc4c80f9917a537a41b27825e4b55c6bd4a5b4b95,0x514910771af9ca656af840dff83e8264ecf986ca,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,57000000000000000000,ChainLink Token,LINK,18,47,100507,41000000000,78038,5666647,deprecated,37872
12550463,1622575396,0xc1944b032b8b616dbbca4908582d14ba47c23d10b80fbb41b1de2c9b14da25f9,10,0x896d72cfeeec20df84937ed3f3cdd7a8838208860f3dd4ba21042c9155f006df,0x384cf6d5debbebebf4691eed9967a005ff33e6e0,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,11500000000,Tether USD,USDT,6,96,108181,35000000000,100712,9466143,deprecated,37870
12550468,1622575454,0xd09d395ff75774c61c32f63bb604c7f4158b0a29a22ff70cc39de5001caa0cb4,38,0x8ab34b33e543f1eab2537e309ef8caa70dbeb1ad73341532250c2f30ab3b764a,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x4cf82fe8e0072d546729d005b08faeeab8528cb7,95057098601,Tether USD,USDT,6,14,324544,35000000000,308337,1523977,deprecated,37865
12550472,1622575518,0x9294f9c15f3c7279b598890a8a6a8ba0200a2e10590051094753a04b3a4164d7,15,0x039b98d67c42d0f2d20ace27ba8f3f9e79f4c5fc055078235e982b063281fc05,0xc4c80f9917a537a41b27825e4b55c6bd4a5b4b95,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,14914810,Wrapped BTC,WBTC,8,44,103141,41000000000,80672,2638554,deprecated,37861
12550473,1622575528,0xc883df1f20a4cf440ae7ba0da6ba746d84d46b95af8ba29a758e06f5bfb6f109,141,0x3b0dced247026ce1d3382d47a0eb9e55265a2b26abf2fbea4c7f0b6945003127,0xdd1f3c8c1e27aecbfb9dab350199c9ebf0e0cfeb,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1361887694370000000000,Dai Stablecoin,DAI,18,84,97249,35000000000,74780,8131759,deprecated,37860
12550473,1622575528,0xdf63618e2bc3385508a4e990d1b1afcb6e0e4a8cd9c368fceb60174a0134cedd,2,0x3b0dced247026ce1d3382d47a0eb9e55265a2b26abf2fbea4c7f0b6945003127,0xcf522ce2759a959299b5a7b4e84294809a16064a,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,5990000000,Tether USD,USDT,6,121,108193,35000000000,85724,12028475,deprecated,37860
12550474,1622575533,0x7bec493f707b56e153cd8c087c755071c2744586561e83e6600b61fdd8278db4,490,0x38eb6f040430831565bee9f5f6b958a74cf0dcceeaea51041cdb667677b1b48e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc9848f9146a56b6b5676b06f454a62a06a66cc03,7481582809,USD Coin,USDC,6,136,291954,33000000000,275247,13771960,deprecated,37859
12550479,1622575603,0xa2a508406bd156dca218e0d3ea01815fcf8f7f6624c93730fa491689c1b758b0,28,0xa9ec78a874b6f568aacd4f7e48573ada6b524c64d0a8d306e2fe32b65e413dc3,0xa4169b535607e347a6807d8cf7276e03e2043d78,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,265745940770000000000,Dai Stablecoin,DAI,18,44,97249,39000000000,74780,4474807,deprecated,37854
12550481,1622575615,0xa4bad90b879641f37cea9c9faaede67322272566a06292f0be89b8bfcb20450e,45,0x58c003397a0531af51d0694b34e08b1afb992018f40e5f8f6aa57d4956421f7c,0x5ffcea48cc2b586c421cc5df6acbfea5b54fa49a,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,14156572570000000000,Aave Token,AAVE,18,109,251891,34100000000,229422,9825150,deprecated,37852
12550482,1622575625,0x8093dc48971bde86cdd5d0aa42134e4b78ead35fd8c6f76c3f66095ecba50f8f,17,0x30a6c65da57c4cf30d271d775a053e0fc4ecdfa645607c1dfabc70a8cb0aceb6,0x0c485f9709163da9c55ce0707a3d3ad836576202,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,21261694100000000000,Aave Token,AAVE,18,39,251903,39000000000,229434,3041202,deprecated,37851
12550485,1622575657,0x64221cbae1ce6c6f952014af276f9c69c9f5a3d58882edd4769a5e32531424cd,1173,0xaf0024e8e630934b4c32eb35112b772e9428a79d2267ae9eaa697d8ac1df18c8,0xb0e0e1ed148ec99d6c46bb2d6df36d3dfda2a953,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,6500000000000000000000,DFYN Token,DFYN,18,80,102135,38000000000,94666,7333065,deprecated,37848
12550485,1622575657,0x46fdafa469af4eb1f7f96e11b632f8bd6c87cb0805bd8e28f7da1988b54964d0,748,0xaf0024e8e630934b4c32eb35112b772e9428a79d2267ae9eaa697d8ac1df18c8,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x111111111117dc0aa78b770fa6a738034120c302,0xa60aea45459b168d833f913d5901ac84d5d554d5,405000000000000000000,1INCH Token,1INCH,18,121,277010,33000000000,261308,12747435,deprecated,37848
12550487,1622575694,0x09394041534fd58936adedbb6552a01eb1e648e7d4e147d4d27b890260fd9f45,37,0xfdc373bc3d4b6fa452974ecaa4207d6a87805a94295a1aeb1e95878a9e3f195f,0x40121dd773e0ecdf372fe6d52826817872d53064,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10000000000,USD Coin,USDC,6,96,114675,33000000000,107206,13437476,deprecated,37846
12550488,1622575697,0x0c23754bbc9e654c102c8a47b4f1237d92449564dd1e29d9cf4a9706c1764fa4,61,0x7d4e71b177d8c56eb8e0bc9ef295d532bf4852a16fc13e4df9658302862c04f3,0x78f034edb76055a4cdfa016faf1449add28540b4,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,20000000000000000000,Dai Stablecoin,DAI,18,87,97237,33000000000,89768,9127191,deprecated,37845
12550490,1622575710,0x357e5f50ab0b908adb98b8c3b42830db44d18b6c464879949629c8adad205e9c,10,0xff6c86b0ca6a16cab8fc47cf27bb2864921f4b17f162a720201cae0259f55695,0x847c8499183055c6e44a7e5697f19089075f1872,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,15893833380000000000,Decentraland,MANA,18,192,102566,33000000000,80097,14605337,deprecated,37843
12550491,1622575750,0xcfdeaf059f9eb16e3e91afbfc14d10ff833483fab6c868b20310324cc398154c,352,0x852c1ed025210a5508c7caf107b80e29f34dff2ed9fdcd531ad82539c2befb7f,0xd10b229659f8574c8fa0226671ca7e15ddf2a5be,0x84cd68c3e470ecee4b8b6212efcb8c6bcb38da1d,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,657386790837141451921,DokiDoki.Chainbinders,BND,18,24,133131,48400000000,84036,2375956,deprecated,37842
12550492,1622575765,0x7807369d0d19a1891240c822fa5f18dc646725de649d98f9361d5cf06c98e760,7,0x6e34ef6678a82c5602c99a9e8a3452bf4c76b91fad8935f881dab08410f88080,0x91d87a56ed9f1af9f5fbe76ef7c0e0bc5f495c6d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,5000000000,USD Coin,USDC,6,127,114675,34000000000,107206,11172533,deprecated,37841
12550494,1622575768,0x7d1aaced3491c8186f559b5e8be19aef4e5c45a6239ae1368d1ff735f0d2c35f,7,0x3f1b36a2c58538fd0845598ef4187ea5456954989d207b2ca88bf891f0318884,0xe34b087bf3c99e664316a15b01e5295eb3512760,0x6c28aef8977c9b773996d0e8376d2ee379446f2f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1270674204632112951,Quickswap,QUICK,18,47,373027,33000000000,257467,5546114,deprecated,37839
